_id,INTERVENTION_TYPE,LICENCE_NUMBER,OPERATOR_NAME,BUSINESS_ADDRESS,PROPOSED_STREET_LOCATION,WARD_NAME,BIA_NAME,STREET_NAME_SHORTENED,MUNICIPAL_ADDRESS,CATEGORY,CONDITIONS,geometry
96,Sidewalk Caf̩,R57-3961229,CHAPPA CORNER CAFE,1340 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1340 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44884974, 43.67687993]], ""type"": ""MultiPoint""}"
97,Sidewalk Caf̩,R57-4064953,W BURGER BAR,10-12 COLLEGE ST,None,TORONTO CENTRE,None,COLLEGE ST,10-12 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38372571, 43.6614572935397]], ""type"": ""MultiPoint""}"
98,Sidewalk Caf̩,R57-4065352,SOULA'S MODERN GREEK CUISINE,500 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,500 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34897156, 43.6783960469421]], ""type"": ""MultiPoint""}"
99,Sidewalk Caf̩,R57-4066065,BOOM EGG,174 EGLINTON AVE W,None,EGLINTON-LAWRENCE,None,EGLINTON AVE W,174 EGLINTON AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40353495, 43.7058630396187]], ""type"": ""MultiPoint""}"
100,Sidewalk Caf̩,R57-4066067,None,1438A DUFFERIN ST,None,DAVENPORT,None,DUFFERIN ST,1438A DUFFERIN ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44046727, 43.6711273507084]], ""type"": ""MultiPoint""}"
101,Sidewalk Caf̩,R57-4066699,THE KEG STEAKHOUSE & BAR,38 THE ESPLANADE,None,TORONTO CENTRE,None,THE ESPLANADE,38 THE ESPLANADE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37467573, 43.64684309]], ""type"": ""MultiPoint""}"
102,Sidewalk Caf̩,R57-4067480,QUEEN AND BEAVER PUBLIC HOUSE,35 ELM ST,None,UNIVERSITY-ROSEDALE,None,ELM ST,35 ELM ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38337776, 43.6573396603518]], ""type"": ""MultiPoint""}"
103,Sidewalk Caf̩,R57-4069095,BEAST,96 TECUMSETH ST,None,SPADINA-FORT YORK,None,TECUMSETH ST,96 TECUMSETH ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40581598, 43.644078887527]], ""type"": ""MultiPoint""}"
104,Sidewalk Caf̩,R57-4069800,JASON GEORGE,"100 FRONT ST E, #105",None,TORONTO CENTRE,None,FRONT ST E,100 FRONT ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37114084, 43.64984324]], ""type"": ""MultiPoint""}"
105,Sidewalk Caf̩,R57-4069973,CECI BAR/BIFF'S BISTRO,"33 YONGE ST, #101",None,TORONTO CENTRE,None,YONGE ST,33 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37658417, 43.647559655381]], ""type"": ""MultiPoint""}"
106,Sidewalk Caf̩,R57-4074715,3030,3030 DUNDAS ST W,None,PARKDALE-HIGH PARK,None,DUNDAS ST W,3030 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47036653, 43.6656290979708]], ""type"": ""MultiPoint""}"
107,Sidewalk Caf̩,R57-4176877,TRATTORIA MERCATTO,1 DUNDAS ST W,None,TORONTO CENTRE,None,DUNDAS ST W,1 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38155947, 43.6559026695698]], ""type"": ""MultiPoint""}"
108,Sidewalk Caf̩,R57-4177620,HOTEL GELATO,532 EGLINTON AVE W,None,EGLINTON-LAWRENCE,None,EGLINTON AVE W,532 EGLINTON AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41431795, 43.7035438022922]], ""type"": ""MultiPoint""}"
109,Sidewalk Caf̩,R57-4179350,TOWN CRIER PUB/HALFWAY BEER HOUSE,113-115 JOHN ST,None,SPADINA-FORT YORK,None,JOHN ST,113-115 JOHN ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39014801, 43.64813498]], ""type"": ""MultiPoint""}"
110,Sidewalk Caf̩,R57-4179568,KOS RESTAURANT,61 BELLEVUE AVE,None,UNIVERSITY-ROSEDALE,None,BELLEVUE AVE,61 BELLEVUE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40333254, 43.6549165247359]], ""type"": ""MultiPoint""}"
111,Sidewalk Caf̩,R57-4179911,PARIS BAKERY & PASTRY,654 LANSDOWNE AVE,None,DAVENPORT,None,LANSDOWNE AVE,654 LANSDOWNE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44476398, 43.6623869338096]], ""type"": ""MultiPoint""}"
112,Sidewalk Caf̩,R57-4179987,BAR CENTRALE BY TERRONI,1095 YONGE ST,None,UNIVERSITY-ROSEDALE,None,YONGE ST,1095 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39054051, 43.6799919693344]], ""type"": ""MultiPoint""}"
113,Sidewalk Caf̩,R57-4180380,OSTERIA CICERI/LA BETOLA DI TERRONI,106 VICTORIA ST,None,TORONTO CENTRE,None,VICTORIA ST,106 VICTORIA ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37809965, 43.6521963703419]], ""type"": ""MultiPoint""}"
114,Sidewalk Caf̩,R57-4182080,BARQUE SMOKEHOUSE,299 RONCESVALLES AVE,None,PARKDALE-HIGH PARK,None,RONCESVALLES AVE,299 RONCESVALLES AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.44945421, 43.647969997665]], ""type"": ""MultiPoint""}"
115,Sidewalk Caf̩,R57-4182193,RAILS AND ALES,1106 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1106 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.33457706, 43.6812837445385]], ""type"": ""MultiPoint""}"
116,Sidewalk Caf̩,R57-4183584,THE CAMERON PUBLIC HOUSE,408 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,408 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39767118, 43.6487501223807]], ""type"": ""MultiPoint""}"
117,Sidewalk Caf̩,R57-4183982,TAVERNITI'S TRATTORIA,591 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,591 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41352032, 43.6551095016195]], ""type"": ""MultiPoint""}"
118,Sidewalk Caf̩,R57-4185662,THE LEASIDE PUB,190 LAIRD DR,None,DON VALLEY WEST,None,LAIRD DR,190 LAIRD DR,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36386629, 43.7105170748146]], ""type"": ""MultiPoint""}"
119,Sidewalk Caf̩,R57-4187313,DISTRICT EATERY,303 KING ST W,None,SPADINA-FORT YORK,None,KING ST W,303 KING ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39032153, 43.6462680037538]], ""type"": ""MultiPoint""}"
120,Sidewalk Caf̩,R57-4187675,THE LOCAL,396 RONCESVALLES AVE,None,PARKDALE-HIGH PARK,None,RONCESVALLES AVE,396 RONCESVALLES AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.45113951, 43.6509771135048]], ""type"": ""MultiPoint""}"
121,Sidewalk Caf̩,R57-4188965,RENDEZ-VOUS RESTAURANT,1408 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1408 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32761858, 43.6827092076656]], ""type"": ""MultiPoint""}"
122,Sidewalk Caf̩,R57-4200228,THE ONLY CAFE GALLERY,962&966&972 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,962&966&972 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.33790989, 43.6805074122457]], ""type"": ""MultiPoint""}"
123,Sidewalk Caf̩,R57-4291280,F'AMELIA,12 AMELIA ST,None,TORONTO CENTRE,None,AMELIA ST,12 AMELIA ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36866897, 43.6675175650995]], ""type"": ""MultiPoint""}"
124,Sidewalk Caf̩,R57-4291543,ARISU,584 BLOOR ST W,None,UNIVERSITY-ROSEDALE,None,BLOOR ST W,584 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41269361, 43.6651006726937]], ""type"": ""MultiPoint""}"
125,Sidewalk Caf̩,R57-4292280,DUKE'S REFRESHER ST. LAWRENCE MARKET,73A FRONT ST E,None,TORONTO CENTRE,None,FRONT ST E,73A FRONT ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37294956, 43.64861135]], ""type"": ""MultiPoint""}"
126,Sidewalk Caf̩,R57-4292354,GABBY'S DANFORTH,727-729 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,727-729 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34295734, 43.6790628072403]], ""type"": ""MultiPoint""}"
127,Sidewalk Caf̩,R57-4292574,PLAYACABANA MEXICAN RESTAURANT & TEQUILA BAR,111 DUPONT ST,None,UNIVERSITY-ROSEDALE,None,DUPONT ST,111 DUPONT ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40121347, 43.6759816579452]], ""type"": ""MultiPoint""}"
128,Sidewalk Caf̩,R57-4292785,STARBUCKS COFFEE # 16896,694 MOUNT PLEASANT RD,None,TORONTO-ST. PAUL'S,None,MOUNT PLEASANT RD,694 MOUNT PLEASANT RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38948316, 43.705926909153]], ""type"": ""MultiPoint""}"
129,Sidewalk Caf̩,R57-4292792,STARBUCKS COFFEE #17181,978 COXWELL AVE,None,TORONTO-DANFORTH,None,COXWELL AVE,978 COXWELL AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3290203, 43.6960712100071]], ""type"": ""MultiPoint""}"
130,Sidewalk Caf̩,R57-4293032,JUMBO EMPANADAS,245 AUGUSTA AVE,None,UNIVERSITY-ROSEDALE,None,AUGUSTA AVE,245 AUGUSTA AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40191467, 43.6548709762925]], ""type"": ""MultiPoint""}"
131,Sidewalk Caf̩,R57-4293544,WILD WING,"675 KING ST W, #101",None,SPADINA-FORT YORK,None,KING ST W,675 KING ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40315077, 43.6435568224454]], ""type"": ""MultiPoint""}"
132,Sidewalk Caf̩,R57-4294232,WHAT A BAGEL,126 SPADINA AVE,None,SPADINA-FORT YORK,None,SPADINA AVE,126 SPADINA AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39635363, 43.6476009014169]], ""type"": ""MultiPoint""}"
133,Sidewalk Caf̩,R57-4294674,ZAZA ESPRESSO BAR,256 BERESFORD AVE,None,PARKDALE-HIGH PARK,None,BERESFORD AVE,256 BERESFORD AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47791861, 43.6511084983987]], ""type"": ""MultiPoint""}"
134,Sidewalk Caf̩,R57-4294778,CJ LUNCH BOX,409 RICHMOND ST W,None,SPADINA-FORT YORK,None,RICHMOND ST W,409 RICHMOND ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39545073, 43.64769370242]], ""type"": ""MultiPoint""}"
135,Sidewalk Caf̩,R57-4295241,STARBUCKS COFFEE STORE #4402,1250 BAY ST,None,UNIVERSITY-ROSEDALE,None,BAY ST,1250 BAY ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39013512, 43.6706547621061]], ""type"": ""MultiPoint""}"
136,Sidewalk Caf̩,R57-4295526,LA CARNITA,501 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,501 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40976396, 43.6557535704249]], ""type"": ""MultiPoint""}"
137,Sidewalk Caf̩,R57-4295701,SAUCE,1376 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1376 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32826821, 43.6825760299696]], ""type"": ""MultiPoint""}"
138,Sidewalk Caf̩,R57-4295730,EDULIS RESTAURANT,169 NIAGARA ST,None,SPADINA-FORT YORK,None,NIAGARA ST,169 NIAGARA ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40663831, 43.6419222571656]], ""type"": ""MultiPoint""}"
139,Sidewalk Caf̩,R57-4295795,OAK PARK DELI,213 OAK PARK AVE,None,BEACHES-EAST YORK,None,OAK PARK AVE,213 OAK PARK AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.31008179, 43.6938756480988]], ""type"": ""MultiPoint""}"
140,Sidewalk Caf̩,R57-4295995,BLACK CAMEL,4 CRESCENT RD,None,UNIVERSITY-ROSEDALE,None,CRESCENT RD,4 CRESCENT RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38935819, 43.6771284936115]], ""type"": ""MultiPoint""}"
141,Sidewalk Caf̩,R57-4304506,SAUVIGNON BISTRO & BAKERY,1862 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,1862 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.30718627, 43.6686557728183]], ""type"": ""MultiPoint""}"
142,Sidewalk Caf̩,R57-4306682,PAZZA PAZZA,1007 EGLINTON AVE W,None,TORONTO-ST. PAUL'S,None,EGLINTON AVE W,1007 EGLINTON AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.43165939, 43.69948363]], ""type"": ""MultiPoint""}"
143,Sidewalk Caf̩,R57-4307945,BRYDENS,2455 BLOOR ST W,None,PARKDALE-HIGH PARK,None,BLOOR ST W,2455 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.48456686, 43.64902791]], ""type"": ""MultiPoint""}"
144,Sidewalk Caf̩,R57-4308981,BINDIA INDIAN BISTRO,12 MARKET ST,None,TORONTO CENTRE,None,MARKET ST,12 MARKET ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.37201392, 43.6483666700181]], ""type"": ""MultiPoint""}"
145,Sidewalk Caf̩,R57-4309544,KRAMER'S BAR AND GRILL,1915 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,1915 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39643206, 43.6986240362401]], ""type"": ""MultiPoint""}"
146,Sidewalk Caf̩,R57-4311729,CALEDONIA BAKERY & PASTRY,1492 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1492 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4543941, 43.6758468129025]], ""type"": ""MultiPoint""}"
147,Sidewalk Caf̩,R57-4313772,SUSHI LOVERS,327 LONSDALE RD,None,TORONTO-ST. PAUL'S,None,LONSDALE RD,327 LONSDALE RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41238822, 43.688553222673]], ""type"": ""MultiPoint""}"
148,Sidewalk Caf̩,R57-4317084,RED ROCKET COFFEE,1364 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1364 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32854325, 43.6825579091515]], ""type"": ""MultiPoint""}"
149,Sidewalk Caf̩,R57-4418970,MOON LIGHT PUB,1162 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,1162 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.33312786, 43.6815375273994]], ""type"": ""MultiPoint""}"
150,Sidewalk Caf̩,R57-4419540,TABULA RASA,196 ROBERT ST,None,UNIVERSITY-ROSEDALE,None,ROBERT ST,196 ROBERT ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40411751, 43.662853844737]], ""type"": ""MultiPoint""}"
151,Sidewalk Caf̩,R57-4419643,O'GRADY'S,518 CHURCH ST,None,TORONTO CENTRE,None,CHURCH ST,518 CHURCH ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38081142, 43.6644660776335]], ""type"": ""MultiPoint""}"
152,Sidewalk Caf̩,R57-4419989,PRE-NUP PUB,191 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,191 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39479758, 43.6586796454236]], ""type"": ""MultiPoint""}"
153,Sidewalk Caf̩,R57-4420444,MERCURY ESPRESSO,915 QUEEN ST E,None,TORONTO-DANFORTH,None,QUEEN ST E,915 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34132418, 43.6605002526015]], ""type"": ""MultiPoint""}"
154,Sidewalk Caf̩,R57-4420865,ZAZA ESPRESSO BAR & GELATO,775 ST CLAIR AVE W,None,TORONTO-ST. PAUL'S,None,ST CLAIR AVE W,775 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42894084, 43.6807271380768]], ""type"": ""MultiPoint""}"
155,Sidewalk Caf̩,R57-4421128,CIBO WINE BAR,"500 KING ST W, MAIN",None,SPADINA-FORT YORK,None,KING ST W,500 KING ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39680514, 43.6453156558296]], ""type"": ""MultiPoint""}"
156,Sidewalk Caf̩,R57-4421302,ISTANBUL CAFE & ESPRESSO BAR CORP,174 EGLINTON AVE E,None,TORONTO-ST. PAUL'S,None,EGLINTON AVE E,174 EGLINTON AVE E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3931296, 43.7080288789028]], ""type"": ""MultiPoint""}"
157,Sidewalk Caf̩,R57-4422217,BAR RAVAL,505 COLLEGE ST,None,UNIVERSITY-ROSEDALE,None,COLLEGE ST,505 COLLEGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4099073, 43.6557277595809]], ""type"": ""MultiPoint""}"
158,Sidewalk Caf̩,R57-4422924,ATOMIC10/DESOTO'S EATERY,1079 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1079 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.43956725, 43.6785153889273]], ""type"": ""MultiPoint""}"
159,Sidewalk Caf̩,R57-4423107,CONTRA CAFE,1028 SHAW ST,None,UNIVERSITY-ROSEDALE,None,SHAW ST,1028 SHAW ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42617241, 43.6690048069098]], ""type"": ""MultiPoint""}"
160,Sidewalk Caf̩,R57-4423329,NAKAYOSHI IZAGAYA,812 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,812 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34141172, 43.67989631033]], ""type"": ""MultiPoint""}"
161,Sidewalk Caf̩,R57-4424440,BURDOCK BREWERY,1184 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,1184 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.4378142, 43.6595698952507]], ""type"": ""MultiPoint""}"
162,Sidewalk Caf̩,R57-4428612,CALIFORNIA RESTAURANT AND TAVERN,914 PAPE AVE,None,TORONTO-DANFORTH,None,PAPE AVE,914 PAPE AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34776301, 43.6858525148905]], ""type"": ""MultiPoint""}"
163,Sidewalk Caf̩,R57-4429004,EULALIE'S CORNER STORE,"1438 GERRARD ST E, SIDE",None,TORONTO-DANFORTH,None,GERRARD ST E,1438 GERRARD ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32177147, 43.6725402749547]], ""type"": ""MultiPoint""}"
164,Sidewalk Caf̩,R57-4430656,NORTHERN BELLE,913 DUNDAS ST W,None,SPADINA-FORT YORK,None,DUNDAS ST W,913 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41261766, 43.6508120265506]], ""type"": ""MultiPoint""}"
165,Sidewalk Caf̩,R57-4430984,QUEEN STREET WAREHOUSE,232 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,232 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3902149, 43.6503265083181]], ""type"": ""MultiPoint""}"
166,Sidewalk Caf̩,R57-4431299,THE BALLROOM,145 JOHN ST,None,SPADINA-FORT YORK,None,JOHN ST,145 JOHN ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39046727, 43.6490565862766]], ""type"": ""MultiPoint""}"
167,Sidewalk Caf̩,R57-4431402,LOUIS CIFER BREW WORKS,411-417 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,411-417 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.35106951, 43.6773668976271]], ""type"": ""MultiPoint""}"
168,Sidewalk Caf̩,R57-4532231,LITTLE SISTER,2031 YONGE ST,None,TORONTO-ST. PAUL'S,None,YONGE ST,2031 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39701228, 43.7015902308666]], ""type"": ""MultiPoint""}"
169,Sidewalk Caf̩,R57-4532665,TIM HORTONS,2619 YONGE ST,None,DON VALLEY WEST,None,YONGE ST,2619 YONGE ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39981543, 43.7148731946592]], ""type"": ""MultiPoint""}"
170,Sidewalk Caf̩,R57-4532858,CHURCH STREET ESPRESSO,585 CHURCH ST,None,TORONTO CENTRE,None,CHURCH ST,585 CHURCH ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38170163, 43.6682148612602]], ""type"": ""MultiPoint""}"
171,Sidewalk Caf̩,R57-4532951,A&W RESTAURANT,368 QUEEN ST W,None,SPADINA-FORT YORK,None,QUEEN ST W,368 QUEEN ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.39585558, 43.6491425984057]], ""type"": ""MultiPoint""}"
172,Sidewalk Caf̩,R57-4533227,TRINITY COMMON,303 AUGUSTA AVE,None,UNIVERSITY-ROSEDALE,None,AUGUSTA AVE,303 AUGUSTA AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40257496, 43.6565767210903]], ""type"": ""MultiPoint""}"
173,Sidewalk Caf̩,R57-4533381,THE STONE LION PUB,1958 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,1958 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.30251263, 43.6696902109921]], ""type"": ""MultiPoint""}"
174,Sidewalk Caf̩,R57-4534419,GARDEN GATE RESTAURANT,2379 QUEEN ST E,None,BEACHES-EAST YORK,None,QUEEN ST E,2379 QUEEN ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.28734673, 43.6724905904099]], ""type"": ""MultiPoint""}"
175,Sidewalk Caf̩,R57-4535147,SECOND CUP,355 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,355 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.35291378, 43.6772153630395]], ""type"": ""MultiPoint""}"
176,Sidewalk Caf̩,R57-4535177,THE FRIENDLY GREEK,494 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,494 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34907868, 43.6783550524113]], ""type"": ""MultiPoint""}"
177,Sidewalk Caf̩,R57-4535280,MATAGALI RESTAURANT,"69 ELM ST, BSMT",None,UNIVERSITY-ROSEDALE,None,ELM ST,69 ELM ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.38490432, 43.6569932063691]], ""type"": ""MultiPoint""}"
178,Sidewalk Caf̩,R57-4535941,THE CRAFT BRASSERIE & GRILLE,107 ATLANTIC AVE,None,SPADINA-FORT YORK,None,ATLANTIC AVE,107 ATLANTIC AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42063028, 43.639328225776]], ""type"": ""MultiPoint""}"
179,Sidewalk Caf̩,R57-4536099,BARISTA & CHEF CAFE BISTRO,1006 ST CLAIR AVE W,None,DAVENPORT,None,ST CLAIR AVE W,1006 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.43747511, 43.6794272401891]], ""type"": ""MultiPoint""}"
180,Sidewalk Caf̩,R57-4536302,STARBUCKS COFFEE 4226,444 EGLINTON AVE W,None,EGLINTON-LAWRENCE,None,EGLINTON AVE W,444 EGLINTON AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41184207, 43.7040720677712]], ""type"": ""MultiPoint""}"
181,Sidewalk Caf̩,R57-4536764,MESSINI GYROS,443-445 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,443-445 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.3504395, 43.6775288188929]], ""type"": ""MultiPoint""}"
182,Sidewalk Caf̩,R57-4537826,RIVALS SPORTS PUB,560 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,560 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.34727734, 43.678668948171]], ""type"": ""MultiPoint""}"
183,Sidewalk Caf̩,R57-4538000,FREE SPIRIT @ RIVERDALE HUB,1326 GERRARD ST E,None,TORONTO-DANFORTH,None,GERRARD ST E,1326 GERRARD ST E,SIDEWALK CAFE,None,"{""coordinates"": [[-79.32550473, 43.6717818672478]], ""type"": ""MultiPoint""}"
184,Sidewalk Caf̩,R57-4539449,NAZARETH BAR,969 BLOOR ST W,None,DAVENPORT,None,BLOOR ST W,969 BLOOR ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42872434, 43.6610988413393]], ""type"": ""MultiPoint""}"
185,Sidewalk Caf̩,R57-4542449,STARBUCKS COFFEE 4210,446 SPADINA RD,None,TORONTO-ST. PAUL'S,None,SPADINA RD,446 SPADINA RD,SIDEWALK CAFE,None,"{""coordinates"": [[-79.41313538, 43.68901574]], ""type"": ""MultiPoint""}"
186,Sidewalk Caf̩,R57-4542597,LOVELESS,1430 DUNDAS ST W,None,DAVENPORT,None,DUNDAS ST W,1430 DUNDAS ST W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.42972804, 43.6497941054627]], ""type"": ""MultiPoint""}"
187,Sidewalk Caf̩,R57-4542922,None,143 DANFORTH AVE,None,TORONTO-DANFORTH,None,DANFORTH AVE,143 DANFORTH AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.35730287, 43.6763233148808]], ""type"": ""MultiPoint""}"
188,Sidewalk Caf̩,R57-4645260,EL REY,2A KENSINGTON AVE,None,UNIVERSITY-ROSEDALE,None,KENSINGTON AVE,2A KENSINGTON AVE,SIDEWALK CAFE,None,"{""coordinates"": [[-79.40012229, 43.6528150180309]], ""type"": ""MultiPoint""}"
189,Sidewalk Caf̩,R57-4645955,SHOELESS JOE'S SPORTS GRILL,"1980 ST CLAIR AVE W, #105",None,YORK SOUTH-WESTON,None,ST CLAIR AVE W,1980 ST CLAIR AVE W,SIDEWALK CAFE,None,"{""coordinates"": [[-79.47086779, 43.6728146836811]], ""type"": ""MultiPoint""}"
190,Sidewalk Caf̩,R57-4646670,ST JAMESTOWN STEAK & CHOPS LTD,516-518 PARLIAMENT ST,None,TORONTO CENTRE,None,PARLIAMENT ST,516-518 PARLIAMENT ST,SIDEWALK CAFE,None,"{""coordinates"": [[-79.36877549, 43.6656859518504]], ""type"": ""MultiPoint""}"
